DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0054,LADA là gì và tại sao dễ nhầm với type 2?,"LADA (đái tháo đường tự miễn tiềm ẩn ở người lớn) là dạng bệnh tự miễn khởi phát ở người trưởng thành, ban đầu giống type 2 vì không cần insulin ngay, nhưng cơ chế bệnh giống type 1 nên sớm cần insulin sau vài tháng đến vài năm.","LADA rất dễ bị chẩn đoán nhầm thành type 2 vì các biểu hiện ban đầu của hai bệnh này có nhiều điểm tương đồng nổi bật, khiến các bác sĩ dễ bỏ qua.

Những điểm gây nhầm lẫn chính bao gồm:
+ Độ tuổi khởi phát: Cả LADA và type 2 đều thường xuất hiện ở người trưởng thành (thường là sau 30 tuổi). Khi một người lớn mắc đái tháo đường, type 2 luôn là chẩn đoán được nghĩ đến đầu tiên.
+ Diễn tiến âm thầm: Không giống như type 1 ở trẻ em có triệu chứng rầm rộ, LADA tiến triển rất từ từ, các triệu chứng ban đầu thường nhẹ và không rõ ràng, rất giống với giai đoạn đầu của type 2.
+ Đáp ứng với điều trị ban đầu: Trong giai đoạn đầu, do tuyến tụy vẫn còn sản xuất được một ít insulin, người bệnh LADA có thể đáp ứng tốt với thuốc uống dành cho type 2. Điều này càng củng cố thêm chẩn đoán nhầm ban đầu."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0055,Chẩn đoán đái tháo đường dựa trên tiêu chí nào?,"Theo Hiệp hội Đái tháo đường Hoa Kỳ (ADA), chẩn đoán dựa vào một trong các tiêu chí: đường huyết lúc đói ≥7,0 mmol/L; đường huyết 2 giờ sau nghiệm pháp dung nạp glucose ≥11,1 mmol/L; HbA1c ≥6,5%; hoặc đường huyết bất kỳ ≥11,1 mmol/L có kèm theo triệu chứng.",
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0056,Chỉ số HbA1c là gì và ngưỡng chẩn đoán?,"HbA1c là chỉ số phản ánh mức đường huyết trung bình trong 2–3 tháng trước. Giá trị ≥6,5% chẩn đoán đái tháo đường; 5,7–6,4% được coi là tiền đái tháo đường.",
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0057,Đường huyết lúc đói là gì và ngưỡng chẩn đoán?,"Là lượng đường huyết đo sau khi nhịn ăn ít nhất 8 giờ. Kết quả ≥7,0 mmol/L chẩn đoán đái tháo đường; 5,6–6,9 mmol/L gợi ý tiền đái tháo đường.",
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0058,Nghiệm pháp dung nạp glucose là gì?,"Là xét nghiệm uống 75g glucose, đo đường huyết sau 2 giờ. Kết quả ≥11,1 mmol/L chẩn đoán đái tháo đường; 7,8–11,0 mmol/L gợi ý tiền đái tháo đường.",
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0059,Vì sao type 2 không có tự kháng thể như type 1?,"Vì bệnh type 2 không xuất phát từ cơ chế tự miễn phá hủy tế bào beta, nên các xét nghiệm tự kháng thể như anti-GAD, IA-2, ZnT8… thường âm tính.","Đái tháo đường type 2 là một bệnh rối loạn chuyển hóa. Vấn đề cốt lõi không phải do hệ miễn dịch tấn công, mà là do các tế bào của cơ thể không sử dụng insulin hiệu quả (đề kháng insulin), dẫn đến tuyến tụy bị suy yếu dần do quá tải.
Vì không có cuộc tấn công nào từ hệ miễn dịch, nên cơ thể không có lý do gì để sản xuất ra các tự kháng thể đó."""
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0060,Ăn uống lành mạnh và vận động có lợi gì cho bệnh type 2?,"Giúp giảm cân, cải thiện độ nhạy insulin, giảm đường huyết, huyết áp và mỡ máu, từ đó giảm nguy cơ biến chứng và nhu cầu dùng thuốc.","Ăn uống lành mạnh và vận động được xem là hai ""phương thuốc"" nền tảng và hiệu quả nhất trong việc kiểm soát đái tháo đường type 2. Chúng tác động trực tiếp vào hai cơ chế chính gây ra bệnh:

Ăn uống lành mạnh giúp kiểm soát cân nặng, đặc biệt là giảm mỡ bụng (mỡ nội tạng), là nguyên nhân chính gây kháng insulin, giúp ổn định lượng đường trong máu sau khi ăn, tránh tăng vọt đột ngột, từ đó giảm gánh nặng và áp lực cho tuyến tụy.

Vận động thể chất là cách hiệu quả nhất để tăng độ nhạy của tế bào với insulin. Khi bạn vận động, các tế bào cơ bắp cho phép đường đi vào dễ dàng hơn, làm giảm tình trạng kháng insulin, giúp cơ bắp tiêu thụ đường trực tiếp từ máu để lấy năng lượng."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0061,Tại sao đường huyết cao gây mờ mắt?,"Đường huyết cao thay đổi áp lực thẩm thấu trong thủy tinh thể, làm biến đổi khúc xạ và mờ mắt tạm thời; nếu kéo dài, sẽ gây tổn thương võng mạc.","Lượng đường trong máu tăng cao sẽ kéo theo sự thay đổi về nồng độ chất lỏng trong các mô của cơ thể, bao gồm cả thủy tinh thể.
Khi đường huyết tăng, cơ thể sẽ rút nước ra khỏi các mô, kể cả thủy tinh thể, để pha loãng lượng đường trong máu. Sự thay đổi đột ngột về lượng nước này làm cho thủy tinh thể bị thay đổi hình dạng, ảnh hưởng đến khả năng hội tụ ánh sáng của nó, làm cho hình ảnh bạn nhìn thấy bị mờ đi.
Tình trạng mờ mắt này thường sẽ cải thiện khi đường huyết của bạn được kiểm soát và trở về mức ổn định. Nếu tình trạng kéo dài, có thể gây tổn thương võng mạc."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0062,Vì sao người bệnh type 2 hay mệt mỏi?,"Do tế bào không sử dụng hiệu quả glucose và mất năng lượng, kèm mất nước do tiểu nhiều, dẫn đến cảm giác mệt mỏi, uể oải.","Nguyên nhân chính là do các tế bào trong cơ thể bị ""đói"" năng lượng.

Mặc dù lượng đường (nhiên liệu) trong máu của bạn rất cao, nhưng do tình trạng kháng insulin, đường không thể đi vào bên trong tế bào để chuyển hóa thành năng lượng. Các cơ quan và cơ bắp của bạn không nhận đủ ""nhiên liệu"" để hoạt động một cách hiệu quả, dẫn đến cảm giác kiệt sức và uể oải, ngay cả khi bạn không làm gì gắng sức.

Ngoài ra, một số yếu tố khác cũng góp phần gây ra mệt mỏi, bao gồm:
+ Mất nước: Do đi tiểu nhiều để thải bớt đường.
+ Viêm mạn tính: Tình trạng đường huyết cao kéo dài cũng gây ra phản ứng viêm ở mức độ thấp trong cơ thể."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0063,Tiền đái tháo đường là gì?,Là tình trạng đường huyết cao hơn bình thường nhưng chưa đủ tiêu chuẩn chẩn đoán đái tháo đường. Đây là giai đoạn nguy cơ cao nhưng có thể đảo ngược nếu thay đổi lối sống kịp thời.,
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0064,Bao lâu nên kiểm tra HbA1c?,"Nếu đường huyết ổn định, có thể định kỳ 2 lần/năm đi xét nghiệm kiểm tra HbA1C; nếu chưa đạt mục tiêu điều trị hoặc mới thay đổi điều trị thì nên kiểm tra mỗi 3 tháng/lần.",
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0065,Khi nào cần tầm soát type 2?,"Từ 35 tuổi trở lên hoặc sớm hơn nếu có yếu tố nguy cơ như thừa cân, ít vận động, tiền sử gia đình, tăng huyết áp, rối loạn mỡ máu.","Theo khuyến cáo của Hiệp hội Đái tháo đường Hoa Kỳ (ADA) và nhiều tổ chức y tế khác, bạn nên tầm soát trong các trường hợp sau:

Tất cả người trưởng thành từ 35 tuổi trở lên, nên được xét nghiệm, và nếu kết quả bình thường, nên lặp lại ít nhất mỗi 3 năm.

Tầm soát sớm hơn (trước 35 tuổi) nếu bạn bị thừa cân hoặc béo phì và có kèm theo ít nhất một yếu tố nguy cơ khác, ví dụ như: Có cha mẹ, anh chị em ruột bị đái tháo đường, lối sống ít vận động, phụ nữ có tiền sử đái tháo đường thai kỳ, bị cao huyết áp hoặc rối loạn mỡ máu."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0066,Có thể phòng ngừa hoặc trì hoãn type 2 không?,"Có. Thay đổi lối sống lành mạnh (giảm cân, ăn cân đối, tăng hoạt động thể lực) có thể giảm 40–70% nguy cơ mắc bệnh ở người nguy cơ cao.","Không giống như type 1, bệnh đái tháo đường type 2 hoàn toàn có thể phòng ngừa hoặc trì hoãn một cách hiệu quả.
Các biện pháp chính bao gồm:
+ Giảm cân hợp lý: Giảm khoảng 5-7% trọng lượng cơ thể (ví dụ, nếu bạn 80kg, chỉ cần giảm 4-6kg) đã có thể tạo ra sự khác biệt rất lớn.
+ Tăng cường vận động: Đặt mục tiêu vận động ít nhất 150 phút mỗi tuần, như đi bộ nhanh, ...
+ Chế độ ăn uống lành mạnh: Ưu tiên rau xanh, trái cây, ngũ cốc nguyên hạt; hạn chế đường, chất béo bão hòa và thực phẩm chế biến sẵn.

Những thay đổi này giúp cải thiện độ nhạy của cơ thể với insulin và giảm gánh nặng cho tuyến tụy."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0067,Biến chứng của type 2 nếu kiểm soát kém là gì?,"Biến chứng mạch máu nhỏ (tổn thương mắt, thận, thần kinh) và mạch máu lớn (bệnh tim mạch, đột quỵ), cùng với nguy cơ loét chân và nhiễm trùng.","Các biến chứng chính được chia thành hai nhóm:

Biến chứng mạn tính (xảy ra từ từ sau nhiều năm):
+ Tim mạch: Tăng nguy cơ cao huyết áp, xơ vữa động mạch, dẫn đến nhồi máu cơ tim và đột quỵ.
+ Mắt: Gây tổn thương võng mạc (bệnh võng mạc đái tháo đường), có thể dẫn đến mù lòa.
+ Thận: Dẫn đến suy thận, cuối cùng có thể phải chạy thận nhân tạo.
+ Thần kinh: Gây tê bì, mất cảm giác ở chân (biến chứng thần kinh ngoại biên), dẫn đến loét, nhiễm trùng và có nguy cơ phải cắt cụt chi (đoạn chi).

Biến chứng cấp tính: Người bệnh cũng dễ bị các nhiễm trùng da, nhiễm trùng đường tiết niệu hơn và vết thương rất lâu lành."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0068,Tại sao tăng huyết áp và rối loạn mỡ máu thường đi kèm type 2?,"Vì chúng cùng thuộc hội chứng chuyển hóa, chia sẻ cơ chế bệnh sinh gồm kháng insulin, viêm mạn tính mức độ thấp và béo phì nội tạng.","Tăng huyết áp, rối loạn mỡ máu và đái tháo đường type 2 thường đi kèm với nhau vì chúng có chung một ""gốc rễ"" bệnh lý, đó là tình trạng kháng insulin và béo phì (đặc biệt là mỡ nội tạng).

Chúng thường được gọi chung là ""hội chứng chuyển hóa"". Mối liên quan được giải thích như sau:
+ Tình trạng kháng insulin không chỉ ảnh hưởng đến việc chuyển hóa đường. Nó còn gây ra một loạt các rối loạn khác trong cơ thể:
+ Gây rối loạn mỡ máu: Khi cơ thể kháng insulin, gan sẽ tăng sản xuất Triglyceride (mỡ xấu) và giảm sản xuất HDL-Cholesterol (mỡ tốt).
+ Gây tăng huyết áp: Kháng insulin có thể làm cho thành mạch máu trở nên kém linh hoạt và khiến cơ thể giữ lại nhiều muối và nước hơn, từ đó làm tăng huyết áp."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0069,Béo bụng làm tăng nguy cơ mắc type 2 như thế nào?,"Mỡ bụng tiết ra nhiều chất gây viêm và acid béo tự do, làm giảm tác dụng của insulin, đồng thời gây tổn hại tế bào beta.","Béo bụng được xem là yếu tố nguy cơ hàng đầu của đái tháo đường type 2. Lớp mỡ này không chỉ đơn thuần dự trữ năng lượng mà còn hoạt động như một ""nhà máy"" sản xuất ra các hóa chất có hại.

Mỡ bụng liên tục giải phóng vào máu hai nhóm chất chính:
+ Các axit béo tự do: Khi các chất này đến gan và cơ bắp, chúng sẽ trực tiếp cản trở và ""gây nhiễu"" tín hiệu của insulin, khiến các tế bào không đáp ứng hiệu quả với insulin. Đây chính là nguyên nhân gây ra tình trạng kháng insulin.
+ Các chất gây viêm: Lớp mỡ này cũng tiết ra các cytokine, tạo ra một tình trạng viêm âm ỉ khắp cơ thể, làm cho tình trạng kháng insulin trở nên trầm trọng hơn.

Tóm lại, mỡ bụng trực tiếp tạo ra một môi trường kháng insulin và viêm nhiễm, buộc tuyến tụy phải làm việc quá sức và cuối cùng dẫn đến bệnh."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0070,Vì sao ít vận động làm tăng nguy cơ mắc bệnh?,"Vận động giúp tăng sử dụng glucose ở cơ và cải thiện độ nhạy insulin; ngược lại, lối sống ít vận động làm tăng kháng insulin và tích tụ mỡ.","Ít vận động tác động xấu đến cơ thể qua hai cơ chế chính:

+ Trực tiếp làm tăng kháng insulin: Cơ bắp là nơi tiêu thụ đường chính của cơ thể. Khi bạn vận động, các tế bào cơ bắp rất nhạy với insulin và dễ dàng hấp thu đường từ máu. Ngược lại, khi bạn ít vận động, các tế bào này trở nên ""lười biếng"" và giảm độ nhạy với insulin. Chúng không còn ""mở cửa"" hiệu quả để đón đường vào nữa, khiến đường bị ứ lại trong máu.

+ Góp phần tích tụ mỡ bụng: Ít vận động có nghĩa là bạn đốt cháy ít calo hơn. Lượng calo dư thừa này sẽ được tích trữ dưới dạng mỡ, đặc biệt là mỡ nội tạng có hại. Lớp mỡ này lại tiếp tục sản sinh ra các chất làm gia tăng thêm tình trạng kháng insulin."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0071,Làm sao phân biệt type 2 với LADA?,"Cần xét nghiệm tự kháng thể và đo C-peptide. LADA có tự kháng thể dương tính và C-peptide giảm nhanh, còn type 2 thì không.","Việc phân biệt LADA và type 2 là rất quan trọng để có hướng điều trị đúng ngay từ đầu. Do các triệu chứng ban đầu rất giống nhau, bác sĩ sẽ dựa vào một số đặc điểm lâm sàng và xét nghiệm quyết định.

1. Đặc điểm gợi ý LADA:
Cân nặng bình thường: Người bệnh không bị thừa cân, béo phì.
Có tiền sử cá nhân hoặc gia đình mắc các bệnh tự miễn khác (ví dụ: bệnh tuyến giáp tự miễn, viêm khớp dạng thấp).
Đáp ứng kém với thuốc uống: Tình trạng kiểm soát đường huyết xấu đi nhanh chóng và cần phải dùng đến insulin sớm hơn dự kiến so-với bệnh nhân type 2 điển hình.

2. Xét nghiệm chẩn đoán quyết định:
Đây là bước quan trọng nhất. Bác sĩ sẽ chỉ định:

Xét nghiệm tự kháng thể (ví dụ: Anti-GAD): Nếu kết quả dương tính, đây là bằng chứng mạnh mẽ của LADA.
Đo nồng độ C-peptide: Mức C-peptide thấp cho thấy khả năng sản xuất insulin của tuyến tụy kém, điển hình cho LADA.

Người bệnh type 2 sẽ có kết quả kháng thể âm tính và C-peptide bình thường hoặc cao trong giai đoạn đầu."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0072,Người mắc type 2 có cần insulin không?,"Có thể cần nếu tế bào beta suy kiệt hoặc đường huyết quá cao, hoặc khi bệnh không kiểm soát được bằng thuốc uống và thay đổi lối sống.","Khi mới được chẩn đoán, hầu hết người bệnh type 2 có thể kiểm soát tốt đường huyết chỉ bằng cách thay đổi lối sống (ăn uống, vận động) và dùng thuốc uống. Lý do là vì ở giai đoạn này, tuyến tụy của họ vẫn còn khả năng tự sản xuất insulin.

Tuy nhiên, đái tháo đường type 2 là một bệnh diễn tiến. Theo thời gian, khả năng sản xuất insulin của tuyến tụy sẽ suy giảm dần. Sau nhiều năm, khi thuốc uống không còn đủ hiệu quả để giữ đường huyết trong mục tiêu, việc bổ sung insulin từ bên ngoài bằng đường tiêm là cần thiết để kiểm soát bệnh và ngăn ngừa biến chứng."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0073,Đái tháo đường type 2 ở trẻ em có phổ biến không?,Tỉ lệ đang tăng nhanh do béo phì và ít vận động ở trẻ. Khởi phát sớm khiến nguy cơ biến chứng xuất hiện ở độ tuổi trẻ hơn.,"Hiện nay, tuy type 1 vẫn là thể đái tháo đường chiếm đa số ở trẻ em, nhưng tỷ lệ trẻ mắc type 2 đang tăng lên nhanh chóng trên toàn thế giới, bao gồm cả Việt Nam. Nó không còn là một bệnh hiếm mà đã trở thành một vấn đề sức khỏe cộng đồng đáng lo ngại.

Nguyên nhân chính đằng sau xu hướng này là sự gia tăng của tình trạng thừa cân, béo phì ở trẻ, kết hợp với lối sống ít vận động và chế độ ăn nhiều thực phẩm chế biến sẵn. Bệnh ở lứa tuổi này thường có xu hướng diễn tiến nhanh và khó kiểm soát hơn so với ở người lớn."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0074,Tại sao tăng đường huyết kéo dài nguy hiểm?,"Vì gây tổn thương mạch máu và thần kinh, dẫn tới biến chứng mạn tính ở nhiều cơ quan và làm tăng nguy cơ nhiễm trùng.","Tăng đường huyết kéo dài nguy hiểm vì nó âm thầm gây tổn thương và ""ăn mòn"" các cơ quan trong cơ thể từ bên trong, đặc biệt là hệ thống mạch máu và thần kinh.

Bạn có thể hình dung đường trong máu giống như siro. Ở nồng độ cao, nó trở nên ""dính"". Các phân tử đường sẽ gắn một cách bất thường vào các protein trên thành mạch máu và tế bào thần kinh, làm cho thành mạch máu bị:

Xơ cứng và kém đàn hồi.
Dày lên và bị thu hẹp.
Dễ bị viêm và hình thành các mảng xơ vữa (cục máu đông).

Sự hư hại này cản trở dòng chảy của máu, làm giảm lượng oxy và chất dinh dưỡng đến các cơ quan. Đây là gốc rễ gây ra các biến chứng nghiêm trọng như nhồi máu cơ tim, đột quỵ, suy thận, mù lòa và tổn thương thần kinh."
BỆNH LÝ ĐTĐ,ĐTĐ Type 2,Q0075,Các xét nghiệm cần làm khi chẩn đoán và theo dõi type 2 là gì?,"Chẩn đoán: đường huyết lúc đói, nghiệm pháp dung nạp glucose, HbA1c. Theo dõi: HbA1c định kỳ, kiểm tra mỡ máu, chức năng thận, soi đáy mắt và khám bàn chân.","Các xét nghiệm khi chẩn đoán:
Để xác định bạn có mắc bệnh hay không, bác sĩ sẽ dùng một trong các xét nghiệm máu sau:
HbA1c: Đo đường huyết trung bình trong 3 tháng. Đây là xét nghiệm phổ biến nhất.
Đường huyết lúc đói (FPG): Đo đường huyết sau khi bạn nhịn ăn ít nhất 8 giờ.
Nghiệm pháp dung nạp glucose đường uống (OGTT): Đo đường huyết trước và 2 giờ sau khi bạn uống một ly nước đường chuẩn.

Các xét nghiệm để theo dõi định kỳ:
+ Sau khi đã có chẩn đoán, bạn cần làm xét nghiệm thường xuyên để theo dõi và phòng ngừa biến chứng:
+ HbA1c: Thường làm mỗi 3-6 tháng để đánh giá hiệu quả điều trị.
+ Mỡ máu (Lipid panel): Kiểm tra Cholesterol và Triglyceride.

Chức năng thận: Xét nghiệm creatinin máu và microalbumin trong nước tiểu.

Khám mắt và kiểm tra bàn chân định kỳ."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0076,Đái tháo đường thai kỳ là gì?,Là tình trạng đường huyết tăng cao lần đầu phát hiện trong 3 tháng giữa hoặc 3 tháng cuối của thai kỳ ở người trước đó không mắc đái tháo đường type 1 hoặc type 2. Đây là một dạng rối loạn chuyển hóa đặc thù của thời kỳ mang thai.,"Đái tháo đường thai kỳ là tình trạng lượng đường trong máu tăng cao được phát hiện lần đầu tiên trong quá trình mang thai, trước đó người mẹ không mắc đái tháo đường type 1 hoặc type 2. Tình trạng này thường xuất hiện vào khoảng tuần thứ 24-28 của thai kỳ.

Nguyên nhân là do các hormone do nhau thai tiết ra để nuôi dưỡng em bé phát triển. Các hormone này vô tình có tác dụng phụ là cản trở hoạt động của insulin trong cơ thể người mẹ, gây ra tình trạng kháng insulin.

Ở hầu hết phụ nữ mang thai, tuyến tụy có thể sản xuất thêm insulin để vượt qua sự kháng cự này. Tuy nhiên, ở một số người, tuyến tụy không thể đáp ứng đủ, dẫn đến đường huyết tăng cao và gây ra đái tháo đường thai kỳ. Tình trạng này thường sẽ tự hết sau khi sinh."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0077,Đái tháo đường thai kỳ thường xuất hiện vào thời điểm nào?,"Bệnh thường được phát hiện trong 3 tháng giữa hoặc 3 tháng cuối của thai kỳ, khi cơ thể người mẹ thay đổi mạnh về nội tiết và chuyển hóa.","Đái tháo đường thai kỳ thường xuất hiện và được chẩn đoán trong giai đoạn giữa của thai kỳ, cụ thể là vào khoảng tuần thứ 24 đến tuần thứ 28.

Lý do cho mốc thời gian này là vì đây là lúc nhau thai phát triển mạnh mẽ và tiết ra lượng hormone ở mức cao nhất. Các hormone này, mặc dù cần thiết cho sự phát triển của em bé, lại có tác dụng phụ là cản trở hoạt động của insulin trong cơ thể người mẹ, gây ra tình trạng kháng insulin."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0078,Nguyên nhân chính của đái tháo đường thai kỳ là gì?,"Khi mang thai, nhau thai tiết ra nhiều hormon (như lactogen nhau thai, estrogen, cortisol…) làm giảm tác dụng của insulin, gây đề kháng insulin và làm đường huyết tăng.","Nguyên nhân chính của đái tháo đường thai kỳ là sự kháng insulin gây ra bởi các hormone từ nhau thai.

Trong quá trình mang thai, đặc biệt là từ tuần 24-28, nhau thai tiết ra rất nhiều hormone (như estrogen, cortisol, và human placental lactogen) để hỗ trợ sự phát triển của em bé. Tuy nhiên, các hormone này lại có tác dụng phụ là làm cho các tế bào của người mẹ kém nhạy cảm hơn với insulin của chính mình.

Để bù lại, tuyến tụy của người mẹ phải sản xuất nhiều insulin hơn bình thường. Đái tháo đường thai kỳ xảy ra khi tuyến tụy không thể sản xuất đủ lượng insulin cần thiết để ""thắng"" lại tình trạng kháng insulin này, dẫn đến lượng đường trong máu tăng cao."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0079,Đề kháng insulin trong thai kỳ là gì?,"Là tình trạng insulin hoạt động kém hiệu quả tại các mô đích, khiến glucose khó vào tế bào; hiện tượng này tăng dần khi thai phát triển và đạt mức cao nhất vào cuối thai kỳ.","Đề kháng insulin trong thai kỳ là một hiện tượng sinh lý hoàn toàn bình thường, xảy ra khi các tế bào của người mẹ trở nên kém nhạy cảm hơn với insulin do tác động của các hormone từ nhau thai.
Mục đích chính của hiện tượng này là để giữ cho lượng đường trong máu của người mẹ ở mức cao hơn một chút sau khi ăn. Điều này giúp đảm bảo cung cấp đủ nguồn năng lượng (glucose) liên tục cho thai nhi phát triển, đặc biệt là trong những tháng cuối của thai kỳ."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0080,Ai có nguy cơ cao mắc đái tháo đường thai kỳ?,"Người có tiền sử gia đình mắc đái tháo đường, thừa cân hoặc béo phì trước khi mang thai, tuổi trên 35, từng sinh con trên 4 kg hoặc từng mắc đái tháo đường thai kỳ trước đó.","Phụ nữ mang thai có nguy cơ cao mắc đái tháo đường thai kỳ thường có một hoặc nhiều đặc điểm sau:

Thừa cân, béo phì trước khi mang thai (đây là yếu tố quan trọng nhất).
Tuổi trên 35.
Có tiền sử gia đình (cha mẹ, anh chị em) mắc đái tháo đường.
Có tiền sử sản khoa như: đã từng bị đái tháo đường thai kỳ ở lần mang thai trước, từng sinh con to (trên 4kg), hoặc có hội chứng buồng trứng đa nang (PCOS).
Thuộc một số chủng tộc có nguy cơ cao hơn (như người châu Á)."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0081,Sinh con nặng trên 4 kg liên quan gì đến bệnh?,"Trẻ sơ sinh có cân nặng ≥4 kg thường do mẹ có đường huyết cao trong thai kỳ, làm thai nhi nhận nhiều glucose và tăng tiết insulin, dẫn tới phát triển quá mức.","Khi đường huyết của mẹ tăng cao, lượng đường thừa sẽ truyền sang cho em bé. Để xử lý lượng đường này, tuyến tụy của em bé phải hoạt động quá sức để sản xuất thêm rất nhiều insulin. Lượng đường (năng lượng) và insulin (một hormone tăng trưởng) dư thừa này hoạt động như một chất ""kích thích tăng trưởng"" mạnh mẽ, làm cho thai nhi phát triển lớn hơn bình thường.

Do đó, việc sinh con nặng ký là một dấu hiệu cảnh báo quan trọng, cho thấy người mẹ có nguy cơ rất cao sẽ mắc bệnh đái tháo đường type 2 trong tương lai."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0082,Tại sao tuổi mẹ trên 35 làm tăng nguy cơ?,"Tuổi càng cao, khả năng đáp ứng insulin giảm và nguy cơ đề kháng insulin tăng, kết hợp với thay đổi hormon thai kỳ làm nguy cơ mắc bệnh cao hơn.","Lý do chính của nguy cơ này là:
+ Giảm khả năng dự trữ của tuyến tụy: Theo thời gian, tuyến tụy có thể không còn ""linh hoạt"" và mạnh mẽ như khi còn trẻ. Do đó, khi phải đối mặt với tình trạng kháng insulin mạnh mẽ do hormone thai kỳ gây ra, nó khó có thể sản xuất đủ lượng insulin khổng lồ cần thiết để bù đắp.
+ Tăng kháng insulin nền: Một cách tự nhiên, cơ thể chúng ta có xu hướng trở nên kháng insulin hơn một chút khi lớn tuổi, ngay cả trước khi mang thai.

Sự kết hợp của một tuyến tụy kém linh hoạt hơn và một nền tảng kháng insulin sẵn có cao hơn làm cho cán cân chuyển hóa đường dễ bị phá vỡ, dẫn đến đái tháo đường thai kỳ."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0083,Tại sao người thừa cân hoặc béo phì dễ mắc bệnh?,"Mỡ thừa, đặc biệt mỡ bụng, làm tăng đề kháng insulin và rối loạn chuyển hóa, tạo nền tảng cho sự xuất hiện đái tháo đường thai kỳ.","Lớp mỡ này không chỉ là nơi dự trữ năng lượng mà còn hoạt động như một cơ quan nội tiết, liên tục giải phóng các axit béo tự do và các chất gây viêm vào máu.

Các chất này di chuyển khắp cơ thể, cản trở và ""gây nhiễu"" tín hiệu của insulin tại các tế bào cơ và gan. Điều này khiến các tế bào không thể hấp thu đường từ máu một cách hiệu quả. Để bù lại, tuyến tụy phải làm việc quá sức để sản xuất nhiều insulin hơn. Lâu dần, tuyến tụy bị ""kiệt sức"", không còn sản xuất đủ insulin nữa và bệnh đái tháo đường xuất hiện."
BỆNH LÝ ĐTĐ,ĐTĐ thai kỳ,Q0084,Bệnh đái tháo đường thai kỳ có triệu chứng rõ ràng không?,Thường không có triệu chứng đặc hiệu; đa số chỉ được phát hiện qua xét nghiệm đường huyết khi khám thai định kỳ.,"Thường là không. Đây chính là lý do vì sao tầm soát trong thai kỳ cực kỳ quan trọng.

Đái tháo đường thai kỳ thường không gây ra triệu chứng rõ ràng nào, hoặc nếu có, các triệu chứng này rất mờ nhạt. Các dấu hiệu như khát nước hơn một chút, đi tiểu nhiều hơn, hoặc mệt mỏi rất dễ bị nhầm lẫn với những khó chịu thông thường khi mang thai, khiến cả thai phụ và đôi khi cả bác sĩ cũng bỏ qua.

Vì bệnh diễn tiến âm thầm, các bác sĩ không chờ đợi triệu chứng mà sẽ chủ động chỉ định xét nghiệm tầm soát cho hầu hết thai phụ vào khoảng tuần 24-28 của thai kỳ. Đây là cách duy nhất để phát hiện bệnh một cách đáng tin cậy và can thiệp kịp thời."
