DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0131,Cắt cụt chân có thể phòng tránh được không?,"Hoàn toàn có thể nếu bạn chăm sóc bàn chân đúng cách, kiểm soát đường huyết tốt và điều trị sớm các vết loét hay nhiễm trùng.",
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0132,Tôi nên khám sức khỏe định kỳ bao lâu một lần?,"Người tiểu đường nên khám toàn diện ít nhất 2 lần/năm, bao gồm kiểm tra mắt, thận, tim mạch, răng miệng và bàn chân.","Với người bị đái tháo đường, nên khám sức khỏe định kỳ ít nhất 3–6 tháng một lần. Mỗi lần khám, bác sĩ sẽ kiểm tra đường huyết, HbA1c, huyết áp, mỡ máu, và đánh giá chức năng thận, mắt, răng miệng, bàn chân để phát hiện sớm biến chứng. Nếu bạn đang điều trị ổn định, có thể khám 6 tháng/lần; còn nếu mới phát hiện bệnh hoặc đường huyết chưa ổn, nên tái khám sớm hơn theo hẹn bác sĩ. Ngoài ra, bạn nên đo đường huyết tại nhà thường xuyên, khám mắt mỗi năm, và khám răng 3–6 tháng/lần. Việc theo dõi định kỳ giúp phát hiện sớm vấn đề và ngăn biến chứng kịp thời."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0133,Khô miệng do tiểu đường có cần đi khám không?,Có. Khô miệng kéo dài không chỉ gây khó chịu mà còn tăng nguy cơ biến chứng răng miệng. Bác sĩ sẽ tìm nguyên nhân và hướng điều trị phù hợp.,"Có, bạn nên đi khám khi bị khô miệng kéo dài, đặc biệt nếu đang mắc đái tháo đường. Khô miệng không chỉ gây khó chịu mà còn làm tăng nguy cơ sâu răng, viêm nướu, nhiễm nấm và hôi miệng. Nguyên nhân thường do đường huyết cao làm giảm tiết nước bọt hoặc do thuốc điều trị. Bác sĩ sẽ giúp tìm nguyên nhân, điều chỉnh thuốc hoặc hướng dẫn cách giữ ẩm miệng như uống nước thường xuyên, dùng nước súc miệng không cồn, nhai kẹo không đường. Việc điều trị sớm giúp bảo vệ răng miệng và kiểm soát đường huyết tốt hơn."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0134,Tại sao kiểm soát mỡ máu lại quan trọng ở người tiểu đường?,"Vì mỡ máu cao kết hợp với đường huyết cao làm tăng nguy cơ xơ vữa động mạch, dẫn đến đột quỵ và nhồi máu cơ tim.","Kiểm soát mỡ máu rất quan trọng ở người tiểu đường vì đường huyết cao dễ làm rối loạn chuyển hóa mỡ trong máu, khiến lượng mỡ “xấu” (LDL, triglycerid) tăng và mỡ “tốt” (HDL) giảm. Tình trạng này làm xơ cứng thành mạch, thu hẹp lòng mạch và tăng nguy cơ nhồi máu tim, đột quỵ hay tắc mạch chi. Kiểm soát mỡ máu bằng cách ăn uống lành mạnh, tập thể dục thường xuyên và dùng thuốc theo hướng dẫn bác sĩ giúp bảo vệ tim mạch, thận và não. Đây là một phần quan trọng trong việc kiểm soát toàn diện bệnh tiểu đường."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0135,Một người tiểu đường cần làm gì hằng ngày để tránh biến chứng?,"Bạn nên duy trì chế độ ăn uống lành mạnh, tập thể dục đều, uống thuốc đúng chỉ định, theo dõi đường huyết, chăm sóc răng miệng, khám định kỳ và xử lý sớm mọi dấu hiệu bất thường.",
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0136,Tại sao tiểu đường làm tôi dễ bị viêm nướu hơn?,"Khi bị tiểu đường, cơ thể bạn gặp khó khăn trong việc chống lại vi khuẩn, đặc biệt là vi khuẩn trong khoang miệng. Đường huyết cao kéo dài làm giảm khả năng miễn dịch và cản trở quá trình lành thương. Điều này khiến nướu răng dễ bị viêm khi có mảng bám tích tụ, và tình trạng viêm cũng tiến triển nhanh hơn. Ngoài ra, tiểu đường còn làm giảm lưu lượng máu đến nướu, khiến mô nướu yếu và kém khả năng chống lại sự xâm nhập của vi khuẩn. Vì vậy, việc kiểm soát tốt đường huyết và vệ sinh răng miệng hằng ngày là rất quan trọng để phòng ngừa viêm nướu.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0137,Viêm nướu là gì vậy bác sĩ?,"Viêm nướu là tình trạng nướu bị viêm đỏ, sưng và dễ chảy máu, nguyên nhân chủ yếu là do mảng bám vi khuẩn tích tụ lâu ngày trên răng và dọc theo viền nướu. Ở giai đoạn đầu, viêm nướu thường không gây đau nhiều nên dễ bị bỏ qua. Tuy nhiên, nếu không điều trị, vi khuẩn sẽ xâm nhập sâu hơn, phá hủy dây chằng và xương nâng đỡ răng, dẫn đến viêm nha chu và mất răng. Với bệnh nhân tiểu đường, viêm nướu có thể tiến triển nhanh và nghiêm trọng hơn do sức đề kháng kém. Do đó, phát hiện sớm và điều trị kịp thời là yếu tố then chốt để bảo vệ sức khỏe răng miệng lâu dài.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0138,Viêm nướu có đau không?,"Ở giai đoạn sớm, viêm nướu thường không gây đau rõ rệt, nhưng bạn có thể cảm thấy hơi nhức hoặc khó chịu khi ăn nhai hoặc đánh răng. Một số trường hợp có thể kèm theo sưng nướu và chảy máu khi chạm nhẹ. Vì triệu chứng ban đầu khá mờ nhạt nên nhiều người chủ quan, chỉ đi khám khi bệnh đã tiến triển thành viêm nha chu, lúc này điều trị sẽ phức tạp và tốn kém hơn. Đặc biệt, người tiểu đường cần cảnh giác cao vì bệnh tiến triển nhanh và nguy cơ biến chứng răng miệng cao hơn.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0139,Dấu hiệu nào cho thấy tôi bị viêm nướu?,"Viêm nướu có nhiều dấu hiệu mà bạn có thể quan sát được: nướu sưng đỏ, dễ chảy máu khi đánh răng hoặc dùng chỉ nha khoa; hơi thở hôi kéo dài; cảm giác đau hoặc khó chịu nhẹ ở vùng nướu; nướu mềm và dễ kích ứng; mảng bám hoặc cao răng tích tụ quanh răng. Ở bệnh nhân tiểu đường, tình trạng này có thể nặng hơn do khả năng lành thương kém và phản ứng viêm mạnh hơn bình thường. Nếu nhận thấy một hoặc nhiều dấu hiệu trên, bạn nên đi khám nha khoa càng sớm càng tốt để được xử lý triệt để.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0140,Chảy máu nướu khi đánh răng có nguy hiểm không?,"Chảy máu nướu khi đánh răng là dấu hiệu cảnh báo tình trạng viêm nướu. Nếu bỏ qua, viêm có thể lan sâu xuống mô nâng đỡ răng, gây viêm nha chu – đây là nguyên nhân hàng đầu dẫn đến mất răng ở người lớn. Ở bệnh nhân tiểu đường, tình trạng này càng nguy hiểm hơn vì bệnh tiến triển nhanh và làm tăng khó khăn trong việc kiểm soát đường huyết. Vì vậy, khi phát hiện chảy máu nướu, bạn không nên chủ quan mà cần đi khám nha khoa để tìm nguyên nhân và điều trị sớm, tránh biến chứng về sau.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0141,Tôi có thể tự chữa viêm nướu tại nhà không?,"Nếu viêm nướu ở giai đoạn rất sớm, bạn có thể cải thiện bằng cách đánh răng kỹ 2 lần/ngày, dùng chỉ nha khoa và súc miệng sát khuẩn. Tuy nhiên, với bệnh nhân tiểu đường, việc tự điều trị tại nhà thường chỉ giúp giảm triệu chứng tạm thời chứ không loại bỏ được nguyên nhân, nhất là khi có cao răng. Lúc này, bạn cần đến nha khoa để được lấy cao răng, làm sạch mảng bám và hướng dẫn vệ sinh răng miệng đúng cách. Kết hợp kiểm soát đường huyết tốt sẽ giúp ngăn viêm tái phát.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0142,Hút thuốc lá ảnh hưởng thế nào đến viêm nướu?,"Hút thuốc lá là một yếu tố nguy cơ lớn của viêm nướu và viêm nha chu. Nicotin và các chất độc trong thuốc lá làm giảm lưu thông máu đến nướu, khiến mô nướu yếu, kém sức đề kháng và khó lành khi bị tổn thương. Ngoài ra, hút thuốc còn làm giảm các dấu hiệu cảnh báo như chảy máu, khiến bệnh tiến triển âm thầm. Ở bệnh nhân tiểu đường, tác hại của thuốc lá còn nghiêm trọng hơn, vì kết hợp giữa đường huyết cao và hút thuốc sẽ làm bệnh răng miệng tiến triển nhanh và khó kiểm soát hơn nhiều.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0143,Vì sao phụ nữ mang thai dễ bị viêm nướu?,"Trong thai kỳ, sự thay đổi nội tiết tố làm nướu nhạy cảm hơn và dễ bị viêm khi có mảng bám vi khuẩn. Đây là lý do vì sao phụ nữ mang thai thường gặp tình trạng nướu sưng, đỏ và chảy máu, đặc biệt trong giai đoạn giữa và cuối thai kỳ. Nếu người mẹ đồng thời mắc tiểu đường hoặc tiểu đường thai kỳ, nguy cơ viêm nướu sẽ cao hơn. Vì vậy, chăm sóc răng miệng kỹ lưỡng và khám nha khoa định kỳ trong thai kỳ là rất quan trọng để bảo vệ sức khỏe của cả mẹ và bé.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0144,Thiếu vitamin C có làm viêm nướu nặng hơn không?,"Có. Vitamin C đóng vai trò quan trọng trong việc duy trì và phục hồi sức khỏe mô nướu. Thiếu vitamin C khiến mô liên kết yếu hơn, dễ chảy máu và lâu lành khi bị viêm. Ngoài ra, vitamin C còn giúp tăng cường miễn dịch, hỗ trợ cơ thể chống lại vi khuẩn gây bệnh. Ở bệnh nhân tiểu đường, nếu chế độ ăn không cung cấp đủ vitamin C, tình trạng viêm nướu có thể tiến triển nhanh hơn và khó kiểm soát hơn. Vì vậy, bạn nên bổ sung vitamin C từ thực phẩm như cam, bưởi, kiwi, ớt chuông…",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0145,Một số thuốc tôi uống có gây viêm nướu không?,"Đúng vậy. Một số loại thuốc, như thuốc điều trị huyết áp, động kinh hoặc tiểu đường, có thể làm giảm tiết nước bọt hoặc gây phì đại mô nướu. Khô miệng tạo điều kiện cho vi khuẩn phát triển mạnh, dẫn đến viêm nướu. Với bệnh nhân tiểu đường, việc dùng thuốc lâu dài càng cần chú ý đến tác dụng phụ này. Nếu nhận thấy thay đổi bất thường ở nướu sau khi bắt đầu thuốc, bạn nên trao đổi với bác sĩ để được tư vấn giải pháp an toàn, đồng thời duy trì vệ sinh răng miệng tốt để giảm nguy cơ viêm.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0146,Cao răng có phải là nguyên nhân chính gây viêm nướu không?,"Đúng vậy. Cao răng hình thành từ mảng bám lâu ngày không được làm sạch, bị khoáng hóa và bám chặt vào răng. Bề mặt thô ráp của cao răng tạo môi trường lý tưởng cho vi khuẩn phát triển, gây viêm nướu kéo dài. Ở bệnh nhân tiểu đường, khả năng chống lại vi khuẩn yếu hơn, nên cao răng dễ gây viêm nặng và lan nhanh xuống mô nâng đỡ răng. Việc lấy cao răng định kỳ 3–6 tháng/lần tại nha khoa, kết hợp vệ sinh răng miệng hàng ngày đúng cách, là biện pháp hiệu quả để phòng ngừa viêm nướu.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0147,Viêm nướu có thể tự khỏi không?,"Viêm nướu ở giai đoạn sớm có thể cải thiện nếu bạn vệ sinh răng miệng tốt và loại bỏ hết mảng bám, nhưng nếu đã có cao răng, bệnh sẽ không tự khỏi. Đặc biệt ở người tiểu đường, viêm nướu tiến triển nhanh và khó kiểm soát hơn, nên việc chờ bệnh “tự khỏi” sẽ khiến nguy cơ viêm nha chu tăng cao. Cách an toàn là đến nha khoa để được làm sạch răng, sau đó duy trì thói quen chăm sóc răng miệng và kiểm soát đường huyết ổn định để ngăn tái phát.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0148,Hơi thở hôi kéo dài có phải do viêm nướu không?,"Hơi thở hôi kéo dài có thể là dấu hiệu của viêm nướu hoặc viêm nha chu. Nguyên nhân là do vi khuẩn phân hủy mảng bám, tạo ra hợp chất lưu huỳnh gây mùi khó chịu. Ở người tiểu đường, khô miệng do biến chứng hoặc do thuốc cũng làm tình trạng hôi miệng nặng hơn. Nếu đã vệ sinh răng miệng đúng cách mà mùi hôi vẫn tồn tại, bạn nên đi khám để tìm nguyên nhân và điều trị, tránh để bệnh tiến triển gây mất răng và ảnh hưởng đến giao tiếp, tâm lý.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0149,Viêm nướu có liên quan đến chế độ ăn uống không?,"Có. Chế độ ăn nhiều đường, tinh bột tinh chế và ít chất xơ sẽ tạo điều kiện cho vi khuẩn gây viêm nướu phát triển mạnh. Ngoài ra, thiếu các vitamin và khoáng chất như vitamin C, vitamin D, canxi cũng làm nướu yếu và dễ viêm. Với bệnh nhân tiểu đường, chế độ ăn lành mạnh không chỉ giúp kiểm soát đường huyết mà còn hỗ trợ phòng ngừa bệnh nướu. Nên tăng cường rau củ, trái cây ít đường, thực phẩm giàu omega-3 và hạn chế đồ uống có đường, thực phẩm chế biến sẵn.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0150,Viêm nướu có thể gây mất răng không?,"Có, nếu không được điều trị. Viêm nướu là giai đoạn đầu của bệnh nha chu. Khi viêm lan xuống dây chằng và xương ổ răng, răng sẽ lung lay và cuối cùng rụng. Ở người tiểu đường, quá trình này diễn ra nhanh hơn do khả năng miễn dịch và lành thương kém. Mất răng không chỉ ảnh hưởng đến ăn nhai, phát âm mà còn tác động đến chất lượng cuộc sống. Do đó, điều trị viêm nướu sớm là cách bảo vệ răng và giữ gìn sức khỏe toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0151,Bao lâu nên đi khám răng để phòng viêm nướu?,"Người khỏe mạnh nên khám răng định kỳ 6 tháng/lần, nhưng với bệnh nhân tiểu đường, khuyến nghị nên khám 3–4 tháng/lần. Việc khám thường xuyên giúp phát hiện sớm viêm nướu hoặc viêm nha chu, lấy cao răng kịp thời và nhận hướng dẫn vệ sinh phù hợp. Ngoài ra, nha sĩ có thể phối hợp với bác sĩ điều trị tiểu đường để đảm bảo tình trạng răng miệng và đường huyết được kiểm soát song song, giảm nguy cơ biến chứng.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0152,Tôi bị viêm nướu nhẹ có cần dùng thuốc không?,"Viêm nướu nhẹ thường không cần dùng thuốc nếu được làm sạch răng miệng đúng cách và loại bỏ mảng bám, cao răng. Tuy nhiên, ở bệnh nhân tiểu đường, bác sĩ có thể chỉ định thêm dung dịch súc miệng sát khuẩn hoặc gel bôi tại chỗ để giảm viêm nhanh hơn. Trong trường hợp viêm lan rộng hoặc có dấu hiệu nhiễm trùng, có thể cần dùng kháng sinh ngắn hạn. Quan trọng là tuân thủ hướng dẫn của bác sĩ và kết hợp kiểm soát đường huyết tốt.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0153,"Tôi bị tiểu đường, có thể phòng viêm nướu bằng cách nào?","Để phòng viêm nướu, bạn cần kết hợp hai yếu tố: kiểm soát đường huyết tốt và vệ sinh răng miệng đúng cách. Đánh răng ít nhất 2 lần/ngày, dùng chỉ nha khoa, súc miệng sát khuẩn và lấy cao răng định kỳ. Bỏ thuốc lá, ăn uống lành mạnh, bổ sung đủ vitamin và khoáng chất. Ngoài ra, nên đi khám răng thường xuyên để phát hiện và điều trị sớm các vấn đề nướu, tránh để viêm tiến triển.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0154,Viêm nướu có thể làm đường huyết tăng không?,"Có. Viêm nướu là một dạng nhiễm trùng, khi cơ thể phản ứng viêm sẽ tiết ra nhiều hormone đối kháng insulin, khiến đường huyết khó kiểm soát hơn. Ở bệnh nhân tiểu đường, điều này có thể tạo thành vòng xoáy: đường huyết cao → dễ viêm nướu → viêm làm tăng đường huyết. Vì vậy, điều trị viêm nướu không chỉ tốt cho răng miệng mà còn giúp ổn định đường huyết và giảm nguy cơ biến chứng toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0155,Viêm nướu ở người tiểu đường có khác gì so với người bình thường?,"Viêm nướu ở người tiểu đường thường nặng hơn, tiến triển nhanh và dễ tái phát hơn. Nguyên nhân là do đường huyết cao làm giảm khả năng chống nhiễm trùng và chậm lành thương. Ngoài ra, tình trạng khô miệng do tiểu đường hoặc do thuốc điều trị cũng tạo môi trường thuận lợi cho vi khuẩn phát triển. Vì vậy, bệnh nhân tiểu đường cần cảnh giác hơn, chăm sóc răng miệng kỹ lưỡng và đi khám thường xuyên để phòng ngừa biến chứng.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0156,Tại sao nướu sưng đỏ lại liên quan đến viêm nướu?,"Nướu sưng đỏ là phản ứng của cơ thể trước sự tấn công của vi khuẩn. Mạch máu ở nướu giãn ra để đưa nhiều tế bào miễn dịch tới vùng viêm, làm nướu có màu đỏ và sưng to. Ở bệnh nhân tiểu đường, phản ứng viêm này có thể kéo dài hơn và nặng hơn do đường huyết cao làm giảm hiệu quả của hệ miễn dịch. Nếu không điều trị, viêm sẽ lan xuống mô sâu, gây viêm nha chu và mất răng.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0157,Viêm nướu có ảnh hưởng đến ăn uống không?,"Khi bị viêm nướu, nướu sưng đau và chảy máu dễ khiến bạn ngại ăn nhai, đặc biệt là thực phẩm cứng hoặc dai. Ở bệnh nhân tiểu đường, việc ăn uống kém có thể ảnh hưởng đến dinh dưỡng và kiểm soát đường huyết. Nếu để lâu, tình trạng này có thể gây sụt cân, suy nhược và giảm sức đề kháng. Điều trị viêm nướu sớm sẽ giúp bạn ăn uống bình thường, giữ sức khỏe tổng thể ổn định.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0158,Tôi có thể dùng nước muối để chữa viêm nướu không?,"Súc miệng bằng nước muối ấm có thể giúp giảm viêm và sát khuẩn nhẹ, hỗ trợ cải thiện triệu chứng viêm nướu. Tuy nhiên, nước muối chỉ là biện pháp hỗ trợ, không thay thế cho việc làm sạch mảng bám và cao răng. Ở bệnh nhân tiểu đường, chỉ dùng nước muối mà không điều trị nguyên nhân sẽ không đủ để kiểm soát bệnh. Bạn vẫn cần đi nha khoa để được làm sạch và hướng dẫn chăm sóc răng miệng đúng cách.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0159,Khô miệng có làm viêm nướu nặng hơn không?,"Có. Khô miệng làm giảm khả năng tự làm sạch của nước bọt, khiến vi khuẩn phát triển mạnh và mảng bám tích tụ nhanh hơn, từ đó dễ gây viêm nướu. Ở bệnh nhân tiểu đường, khô miệng là tình trạng phổ biến do biến chứng hoặc do thuốc điều trị. Bạn nên uống đủ nước, nhai kẹo không đường để kích thích tiết nước bọt và vệ sinh răng miệng thường xuyên để giảm nguy cơ viêm.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0160,Viêm nướu có thể lan sang răng khác không?,"Có. Viêm nướu thường bắt đầu ở một vùng nhưng nếu mảng bám và cao răng không được loại bỏ, vi khuẩn sẽ lan sang các vùng nướu khác. Ở bệnh nhân tiểu đường, tốc độ lan rộng nhanh hơn và nguy cơ viêm nha chu cao hơn. Vì vậy, phát hiện và điều trị sớm không chỉ bảo vệ răng bị viêm mà còn ngăn ngừa ảnh hưởng đến toàn bộ hàm răng.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0161,Dùng chỉ nha khoa có gây chảy máu nướu không?,"Nếu nướu khỏe mạnh, dùng chỉ nha khoa đúng cách sẽ không gây chảy máu. Nhưng nếu nướu đã viêm, việc dùng chỉ nha khoa có thể làm chảy máu nhẹ. Đây là dấu hiệu cho thấy nướu đang viêm và cần chăm sóc tốt hơn. Ở bệnh nhân tiểu đường, không nên bỏ qua chỉ nha khoa vì sợ chảy máu, mà cần kiên trì làm sạch kẽ răng để mảng bám không tích tụ.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0162,Tôi nên ăn gì để tốt cho nướu răng?,"Chế độ ăn giàu vitamin C, vitamin D, canxi và omega-3 sẽ giúp nướu khỏe mạnh hơn. Thực phẩm như cam, bưởi, kiwi, cá hồi, sữa ít béo, rau xanh đậm rất có lợi cho sức khỏe nướu. Hạn chế đồ ngọt, nước uống có đường và thực phẩm chế biến sẵn. Ở bệnh nhân tiểu đường, nên chọn trái cây ít đường, ăn đúng khẩu phần để vừa bảo vệ nướu vừa kiểm soát đường huyết.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0163,Viêm nướu có cần điều trị kháng sinh không?,"Không phải lúc nào viêm nướu cũng cần kháng sinh. Thường chỉ cần làm sạch mảng bám và cao răng, kết hợp vệ sinh răng miệng tốt. Tuy nhiên, nếu có dấu hiệu nhiễm trùng lan rộng như sưng to, mủ, sốt… thì bác sĩ có thể kê kháng sinh ngắn hạn. Bệnh nhân tiểu đường cần tuân thủ chặt chẽ hướng dẫn điều trị để tránh biến chứng nặng hơn.",
BỆNH LÝ RĂNG MIỆNG,Viêm nướu,Q0164,Viêm nướu có thể tái phát không?,"Có. Nếu không duy trì vệ sinh răng miệng tốt và kiểm soát đường huyết ổn định, viêm nướu rất dễ tái phát, đặc biệt ở bệnh nhân tiểu đường. Tái phát nhiều lần sẽ làm mô nướu yếu dần và tăng nguy cơ mất răng. Do đó, điều trị chỉ là bước đầu, quan trọng là duy trì thói quen chăm sóc hàng ngày.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0165,Khi nào tôi cần đi khám nha khoa ngay lập tức?,"Bạn nên đi khám ngay nếu nướu sưng to, chảy máu nhiều, đau nhức dữ dội, có mủ, hơi thở hôi nặng hoặc răng lung lay. Ở bệnh nhân tiểu đường, đây có thể là dấu hiệu của nhiễm trùng nghiêm trọng, cần xử lý sớm để tránh biến chứng. Chậm trễ có thể khiến viêm lan rộng, ảnh hưởng đến xương hàm và thậm chí toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0166,Viêm nha chu là bệnh gì và có nguy hiểm không?,"Viêm nha chu là tình trạng viêm mạn tính ảnh hưởng đến nướu, dây chằng nha chu và xương nâng đỡ răng. Bệnh bắt đầu từ viêm nướu nhưng nếu không điều trị sẽ tiến triển, làm tiêu xương quanh răng, gây răng lung lay và mất răng. Ở người mắc tiểu đường, nguy cơ viêm nha chu cao hơn do sức đề kháng kém và tình trạng viêm kéo dài. Đây không chỉ là bệnh răng miệng mà còn ảnh hưởng đến sức khỏe toàn thân, làm tăng nguy cơ bệnh tim, đột quỵ và biến chứng tiểu đường.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0167,Vì sao người mắc tiểu đường dễ bị viêm nha chu hơn người bình thường?,"Người mắc tiểu đường thường có lượng đường trong máu cao, tạo điều kiện thuận lợi cho vi khuẩn phát triển ở khoang miệng. Đồng thời, hệ miễn dịch bị suy yếu khiến cơ thể khó chống lại nhiễm trùng. Đường huyết cao cũng làm chậm quá trình lành thương và tăng phản ứng viêm, khiến viêm nha chu dễ khởi phát và tiến triển nhanh hơn so với người khỏe mạnh.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0168,Viêm nha chu và tiểu đường có liên quan hai chiều là sao?,"Mối liên hệ hai chiều nghĩa là tiểu đường làm tăng nguy cơ mắc viêm nha chu, và ngược lại, viêm nha chu làm đường huyết khó kiểm soát hơn. Tình trạng viêm kéo dài ở nướu giải phóng nhiều chất gây viêm vào máu, làm giảm tác dụng của insulin và khiến đường huyết tăng. Vì vậy, điều trị viêm nha chu không chỉ bảo vệ răng mà còn giúp kiểm soát tốt tiểu đường.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0169,Dấu hiệu ban đầu của viêm nha chu là gì?,"Giai đoạn đầu của viêm nha chu thường là viêm nướu, với các biểu hiện như nướu đỏ, sưng, dễ chảy máu khi đánh răng hoặc dùng chỉ nha khoa. Hơi thở có mùi hôi kéo dài dù đã vệ sinh răng miệng. Nếu không điều trị, nướu bắt đầu tụt, răng trông dài hơn, xuất hiện cảm giác ê buốt, lung lay. Phát hiện và điều trị sớm giúp tránh mất răng và biến chứng toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0170,Nếu bị viêm nha chu mà không điều trị thì hậu quả thế nào?,"Viêm nha chu không điều trị sẽ dẫn đến tiêu xương ổ răng, răng lung lay và cuối cùng mất răng. Ở người tiểu đường, tình trạng này còn làm đường huyết khó kiểm soát, tăng nguy cơ biến chứng tim mạch, đột quỵ và suy thận. Ngoài ra, việc mất răng ảnh hưởng lớn đến ăn uống, dinh dưỡng, thẩm mỹ và chất lượng cuộc sống hàng ngày.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0171,Làm sao biết mình bị viêm nha chu khi đang mắc tiểu đường?,"Bạn nên chú ý các dấu hiệu như: nướu sưng đỏ, chảy máu khi đánh răng, hơi thở hôi, nướu tụt, răng lung lay hoặc cảm giác đau khi ăn nhai. Người tiểu đường nên khám răng miệng định kỳ ít nhất 2 lần/năm để phát hiện sớm. Nhiều trường hợp bệnh tiến triển âm thầm, không đau rõ rệt, nên việc kiểm tra định kỳ rất quan trọng.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0172,Viêm nha chu có gây mất răng thật không?,"Có. Khi viêm nha chu tiến triển, xương nâng đỡ răng bị tiêu dần, dây chằng nha chu bị phá hủy, dẫn đến răng lung lay và cuối cùng phải nhổ bỏ. Ở người tiểu đường, quá trình này diễn ra nhanh hơn do phản ứng viêm mạnh và khả năng lành thương kém. Mất răng không chỉ gây khó khăn khi ăn uống mà còn ảnh hưởng đến phát âm và thẩm mỹ.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0173,Viêm nha chu có ảnh hưởng đến tim mạch và các cơ quan khác không?,"Có. Nhiễm trùng và viêm mạn tính từ nha chu có thể làm tăng nguy cơ xơ vữa động mạch, đột quỵ và nhồi máu cơ tim. Các chất gây viêm từ nướu đi vào máu gây tổn thương mạch máu khắp cơ thể. Người tiểu đường vốn đã có nguy cơ tim mạch cao, nên khi thêm viêm nha chu, nguy cơ này càng tăng mạnh.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0174,Tôi có thể phòng ngừa viêm nha chu bằng cách nào?,"Cách tốt nhất để phòng ngừa là duy trì vệ sinh răng miệng đúng cách: đánh răng ít nhất 2 lần/ngày, dùng chỉ nha khoa hoặc bàn chải kẽ để làm sạch mảng bám, súc miệng kháng khuẩn nếu cần. Đồng thời, kiểm soát đường huyết, ăn uống lành mạnh, không hút thuốc và khám răng định kỳ.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0175,Tại sao hút thuốc làm viêm nha chu nặng hơn ở người tiểu đường?,"Hút thuốc làm giảm lưu lượng máu đến nướu, khiến mô nướu kém dinh dưỡng và khó chống lại nhiễm trùng. Nicotine và các chất độc trong thuốc lá làm giảm khả năng miễn dịch, đồng thời làm chậm quá trình lành thương. Với người tiểu đường, tác hại này cộng hưởng với tình trạng đường huyết cao, khiến viêm nha chu tiến triển nhanh và khó điều trị hơn.",
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0176,"Nếu bị viêm nha chu, tôi có cần thay đổi cách kiểm soát tiểu đường không?","Có. Khi bạn bị viêm nha chu, tình trạng viêm trong cơ thể tăng lên, khiến insulin hoạt động kém hiệu quả và đường huyết khó kiểm soát hơn. Vì vậy, bạn cần phối hợp điều trị cả nha chu và tiểu đường. Điều này bao gồm việc dùng thuốc hoặc insulin đúng chỉ định, điều chỉnh chế độ ăn uống, tăng cường vận động, đồng thời điều trị nha chu với nha sĩ để giảm viêm và kiểm soát đường huyết tốt hơn.",
