DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0174,Hậu quả nghiêm trọng nếu viêm nha chu không được điều trị?,"Viêm nha chu không điều trị có thể dẫn đến mất răng vĩnh viễn, giảm khả năng ăn nhai, ảnh hưởng tiêu cực đến chất lượng cuộc sống, đồng thời làm tăng nguy cơ mắc các bệnh toàn thân như bệnh tim mạch, sinh non ở phụ nữ mang thai và làm nặng biến chứng đái tháo đường.","Nếu không điều trị, viêm nha chu tiến triển gây mất răng, tiêu xương ổ, và lan viêm hệ thống. Vi khuẩn và sản phẩm viêm có thể vào máu, làm tăng nguy cơ tim mạch, đột quỵ và biến chứng đái tháo đường. Mất răng ảnh hưởng chức năng ăn nhai và thẩm mỹ nghiêm trọng (Tonetti, 2013; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0175,Mối liên hệ giữa viêm nha chu và đái tháo đường như thế nào?,"Đái tháo đường làm suy giảm miễn dịch tại mô nha chu, gây rối loạn vi tuần hoàn và tăng đáp ứng viêm tại chỗ, làm tăng nguy cơ và mức độ nặng của viêm nha chu. Ngược lại, viêm nha chu làm tăng các cytokine viêm toàn thân, làm giảm khả năng kiểm soát đường huyết, tạo ra mối tương tác hai chiều gây nặng lẫn nhau.","Viêm nha chu và đái tháo đường có mối quan hệ hai chiều: đường huyết cao làm tăng phản ứng viêm và phá hủy mô nha chu, trong khi viêm nha chu làm tăng cytokine (IL-6, TNF-α) gây kháng insulin. Điều trị nha chu có thể cải thiện HbA1c trung bình 0,4–0,6% (Mealey & Oates, 2006; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0176,Tại sao viêm nha chu làm tăng nguy cơ bệnh tim mạch?,"Viêm nha chu gây tăng phản ứng viêm toàn thân, làm gia tăng các yếu tố nguy cơ xơ vữa mạch máu, góp phần tăng nguy cơ bệnh tim mạch như nhồi máu cơ tim và đột quỵ.","Vi khuẩn nha chu và cytokine viêm có thể xâm nhập hệ tuần hoàn, kích thích viêm nội mạc mạch máu và hình thành mảng xơ vữa. Bệnh nhân viêm nha chu có nguy cơ bệnh mạch vành cao hơn 1,5–2 lần. Điều trị nha chu giúp giảm CRP và cải thiện chức năng nội mô (Tonetti, 2013; Lockhart, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0177,Viêm nha chu ảnh hưởng thế nào đến chất lượng cuộc sống?,"Viêm nha chu gây đau nhức, khó chịu khi ăn nhai, mất răng làm giảm chức năng nhai, ảnh hưởng tâm lý do mùi hôi miệng và mất thẩm mỹ, từ đó làm giảm chất lượng cuộc sống tổng thể.","Viêm nha chu gây đau, hôi miệng, răng lung lay, mất răng và giảm khả năng ăn nhai. Tình trạng này ảnh hưởng đến tự tin, giao tiếp xã hội và dinh dưỡng. Ngoài ra, bệnh mạn tính kéo dài gây lo âu và giảm chất lượng sống đáng kể (Needleman, 2004; Chapple, 2013)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0178,Các yếu tố làm tăng nguy cơ viêm nha chu là gì?,"Vệ sinh răng miệng kém, hút thuốc lá, đái tháo đường không kiểm soát tốt, yếu tố di truyền, thay đổi nội tiết và stress là các yếu tố làm tăng nguy cơ phát triển viêm nha chu.","Các yếu tố nguy cơ chính gồm: hút thuốc, đái tháo đường, di truyền, stress, bệnh toàn thân, và vệ sinh kém. Hút thuốc làm giảm tuần hoàn nướu, còn ĐTĐ gây rối loạn miễn dịch và hồi phục mô chậm. Việc kiểm soát các yếu tố này giúp ngăn tiến triển bệnh (Preshaw, 2012; Tonetti, 2017)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0179,Viêm nha chu được phát hiện như thế nào qua khám lâm sàng?,"Qua khám lâm sàng, bác sĩ nha khoa sẽ đánh giá túi nha chu, mức độ tụt nướu, mức độ chảy máu khi thăm khám, răng lung lay và các dấu hiệu viêm như sưng đỏ, để xác định mức độ viêm nha chu.","Khám nha chu gồm đo túi nha chu, kiểm tra chảy máu khi thăm dò, đánh giá tụt nướu và răng lung lay. Dụng cụ chính là đầu dò nha chu (WHO probe). Sự hiện diện túi >4 mm hoặc chảy máu khi thăm dò là dấu hiệu điển hình của viêm nha chu (Chapple, 2013; Tonetti, 2017)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0180,Vai trò của phim X-quang trong chẩn đoán viêm nha chu là gì?,"Phim X-quang giúp phát hiện tổn thương xương ổ răng như tiêu xương, đánh giá mức độ phá hủy xương và hỗ trợ chẩn đoán chính xác, từ đó đưa ra kế hoạch điều trị phù hợp.","Phim X-quang giúp đánh giá mức tiêu xương ổ răng, hình thái tổn thương (ngang hay dọc), và theo dõi tiến triển sau điều trị. Tuy nhiên, X-quang chỉ phản ánh mất xương đã xảy ra, không phát hiện viêm sớm. Do đó cần kết hợp khám lâm sàng để chẩn đoán chính xác (Greenstein, 1997; Tonetti, 2017)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0181,Tại sao viêm nha chu gây tụt nướu và răng lung lay?,"Viêm mạn tính làm phá hủy dây chằng nha chu và xương ổ răng, làm mất bám dính giữa răng và mô nâng đỡ, dẫn đến tụt nướu, răng lung lay và thậm chí mất răng nếu không được điều trị.","Viêm phá hủy dây chằng nha chu và xương ổ, làm giảm diện tích nâng đỡ răng. Khi tiêu xương lan rộng, răng mất ổn định, xuất hiện tụt nướu, cổ răng lộ ra, và lung lay. Mức độ lung lay tỷ lệ thuận với tiêu xương (Tonetti & Chapple, 2017; Chapple, 2013)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0182,Tương tác hai chiều giữa viêm nha chu và đái tháo đường nghĩa là gì?,"Viêm nha chu và đái tháo đường ảnh hưởng lẫn nhau: đái tháo đường làm suy giảm miễn dịch và tăng viêm tại mô nha chu, làm bệnh viêm nha chu nặng hơn; đồng thời viêm nha chu làm tăng viêm toàn thân, làm khó kiểm soát đường huyết.","ĐTĐ làm tăng viêm, tổn thương mạch máu nhỏ và giảm lành thương, khiến viêm nha chu nặng hơn. Ngược lại, viêm nha chu kích hoạt cytokine viêm toàn thân, tăng kháng insulin và làm HbA1c tăng. Điều trị nha chu cải thiện kiểm soát đường huyết, minh chứng cho mối quan hệ hai chiều (Preshaw, 2012; Mealey & Oates, 2006)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0183,Viêm nha chu ảnh hưởng thế nào đến việc kiểm soát đường huyết?,"Viêm nha chu làm tăng các cytokine viêm trong cơ thể, gây rối loạn chuyển hóa glucose và giảm hiệu quả của insulin, khiến việc kiểm soát đường huyết ở bệnh nhân đái tháo đường trở nên khó khăn hơn.","Viêm nha chu làm tăng CRP, IL-6, TNF-α, góp phần kháng insulin, khiến đường huyết khó ổn định. Sau điều trị nha chu, nhiều nghiên cứu ghi nhận HbA1c giảm trung bình 0,4–0,6%, chứng minh vai trò của nha chu trong kiểm soát glucose (Engebretson, 2013; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0184,Các dấu hiệu nhận biết sớm viêm nha chu là gì?,"Các dấu hiệu bao gồm nướu đỏ sưng, chảy máu khi chải răng hoặc thăm khám, tụt nướu, hơi thở hôi kéo dài, răng cảm giác lung lay và có thể ê buốt khi ăn nhai.","Dấu hiệu sớm gồm nướu chảy máu khi chải răng, hơi thở hôi, nướu sưng, cảm giác răng dài hơn, hoặc kẽ răng giãn. Phát hiện sớm cho phép điều trị kịp thời, tránh mất bám dính và tiêu xương tiến triển (Chapple, 2013; Tonetti, 2017)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0185,Làm thế nào để phòng ngừa viêm nha chu hiệu quả?,"Vệ sinh răng miệng đúng cách, thường xuyên loại bỏ mảng bám, không hút thuốc, kiểm soát tốt bệnh nền như đái tháo đường và khám nha khoa định kỳ giúp phòng ngừa viêm nha chu hiệu quả.","Phòng ngừa dựa vào vệ sinh răng miệng tốt, cạo vôi định kỳ, khám nha chu 6 tháng/lần, ngừng hút thuốc và kiểm soát tốt ĐTĐ. Giáo dục bệnh nhân về kỹ thuật chải răng, dùng chỉ nha khoa, và nhận biết dấu hiệu viêm giúp ngăn tiến triển bệnh (Preshaw, 2012; Tonetti, 2017)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0186,Viêm nha chu ảnh hưởng gì đến thai kỳ?,"Viêm nha chu có thể tăng nguy cơ sinh non, nhẹ cân ở trẻ sơ sinh và các biến chứng sản khoa khác do tình trạng viêm toàn thân tăng cao, ảnh hưởng đến sức khỏe mẹ và thai nhi.","Viêm nha chu làm tăng nguy cơ sinh non và nhẹ cân, do cytokine viêm (IL-1, TNF-α, PGE2) kích hoạt co bóp tử cung. Phụ nữ mang thai nên khám nha định kỳ, điều trị viêm sớm để giảm nguy cơ biến chứng sản khoa (Offenbacher, 1996; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0187,Viêm nha chu có chữa khỏi hoàn toàn được không?,"Nếu được phát hiện và điều trị kịp thời, viêm nha chu có thể được kiểm soát và làm chậm tiến triển; tuy nhiên, tổn thương mô nâng đỡ răng không hồi phục nên mục tiêu điều trị là ngăn ngừa biến chứng và bảo tồn răng.","Viêm nha chu mạn tính không thể hồi phục hoàn toàn cấu trúc đã mất, nhưng có thể ổn định lâu dài nếu điều trị đúng và duy trì chăm sóc tốt. Cạo vôi, xử lý gốc răng, và duy trì vệ sinh giúp ngăn tái phát. Theo dõi định kỳ là yếu tố quyết định kết quả lâu dài (Tonetti, 2017; Chapple, 2013)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0188,Các phương pháp điều trị viêm nha chu phổ biến là gì?,"Điều trị bao gồm cạo vôi, làm sạch túi nha chu, điều chỉnh yếu tố nguy cơ như hút thuốc, kết hợp điều trị thuốc chống viêm hoặc kháng sinh khi cần thiết và phẫu thuật nha chu trong trường hợp nặng.","Điều trị gồm: (1) Cạo vôi và xử lý gốc răng, (2) điều trị kháng sinh hỗ trợ khi cần, (3) phẫu thuật nha chu trong trường hợp túi sâu hoặc tiêu xương dọc. Kèm theo kiểm soát yếu tố nguy cơ như hút thuốc, ĐTĐ. Giai đoạn duy trì là bắt buộc để tránh tái phát (Tonetti, 2017; Chapple, 2013)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0189,Viêm nha chu ảnh hưởng như thế nào đến khả năng ăn nhai?,"Viêm nha chu làm răng lung lay, tụt nướu, mất răng hoặc gây ê buốt khi nhai, làm giảm khả năng ăn uống bình thường, ảnh hưởng đến dinh dưỡng và sức khỏe tổng thể.","Tiêu xương và lung lay răng làm giảm khả năng cắn xé và nghiền thức ăn, gây khó tiêu và sụt cân. Mất răng còn ảnh hưởng thẩm mỹ và tâm lý, đặc biệt ở người lớn tuổi. Phục hình sau điều trị giúp cải thiện chức năng ăn nhai (Needleman, 2004; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Viêm nha chu,Q0190,Tại sao cần phối hợp kiểm soát đái tháo đường và viêm nha chu?,"Việc phối hợp kiểm soát đường huyết tốt và điều trị viêm nha chu đồng thời giúp giảm viêm toàn thân, cải thiện sức khỏe răng miệng và hỗ trợ kiểm soát đái tháo đường hiệu quả hơn, giảm nguy cơ biến chứng toàn thân.","Vì hai bệnh có tác động qua lại, điều trị một bên sẽ cải thiện bên kia. Kiểm soát đường huyết giúp giảm viêm nha chu, trong khi điều trị nha chu giúp hạ HbA1c. Cách tiếp cận phối hợp giữa nội tiết và nha chu học mang lại lợi ích lâm sàng rõ rệt (Mealey & Oates, 2006; Preshaw, 2012)."
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0191,Tỷ lệ mất răng ở người ≥60 tuổi tại BV TW Quân đội 108 năm 2020 là bao nhiêu?,"Theo nghiên cứu tại BV TW Quân đội 108 (2020), 85,6% người ≥60 tuổi bị mất răng, trong đó 51,4% mất răng toàn bộ hai hàm.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0192,Một số khảo sát khác cho thấy tỷ lệ mất răng ở người cao tuổi Việt Nam là bao nhiêu?,Nhiều khảo sát khác ghi nhận tỷ lệ mất răng trên 90% ở người cao tuổi Việt Nam.,
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0193,"Trong số người mất răng, tỷ lệ có phục hình thay thế là bao nhiêu?","Chỉ khoảng 44% người mất răng có phục hình thay thế, trong khi nhu cầu thực tế lên tới 84%.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0194,Nguyên nhân thường gặp gây mất răng ở người cao tuổi là gì?,"Viêm nha chu và sâu răng không điều trị triệt để, vệ sinh răng miệng kém, kiến thức chăm sóc răng hạn chế, cùng với việc tiếp cận nha khoa thấp, thiếu bác sĩ RHM ở tuyến cơ sở và vùng nông thôn.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0195,Mất răng ảnh hưởng thế nào đến chức năng ăn nhai và tiêu hóa?,"Mất răng làm suy giảm chức năng ăn nhai, ảnh hưởng đến khả năng nghiền thức ăn, từ đó giảm hiệu quả hấp thu và tiêu hóa dinh dưỡng.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0196,Mất răng kéo dài gây ra biến đổi gì ở xương hàm và khuôn mặt?,"Mất răng lâu dài dẫn đến tiêu xương hàm, gây thay đổi hình dạng khuôn mặt, khiến gương mặt trông già hơn và ảnh hưởng thẩm mỹ.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0197,Mất răng có ảnh hưởng đến tâm lý và chất lượng sống không?,"Có, mất răng ảnh hưởng đến ngoại hình, khả năng giao tiếp và tự tin, từ đó giảm chất lượng sống và gây tác động tâm lý tiêu cực.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0198,Mất răng làm tăng nguy cơ mắc các bệnh toàn thân nào?,"Mất răng liên quan đến tăng nguy cơ mắc bệnh tim mạch, đái tháo đường và suy giảm nhận thức (theo các nghiên cứu trên JAMA và J Am Geriatr Soc).",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0199,Người mắc đái tháo đường có nguy cơ mất răng như thế nào so với người bình thường?,"Người mắc ĐTĐ có nguy cơ mất răng cao gấp nhiều lần so với người không mắc bệnh, đặc biệt khi kiểm soát đường huyết kém.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0200,Tại sao kiểm soát đường huyết kém ở bệnh nhân ĐTĐ làm tăng nguy cơ mất răng?,Đường huyết cao kéo dài làm tăng nguy cơ viêm nướu và viêm nha chu – nguyên nhân hàng đầu gây mất răng.,
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0201,Mất răng ảnh hưởng thế nào đến kiểm soát đường huyết?,"Mất răng gây khó khăn trong ăn uống, ảnh hưởng đến kiểm soát chế độ dinh dưỡng, từ đó làm khó kiểm soát glucose máu.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0202,Vì sao mất răng và đái tháo đường có mối liên hệ hai chiều?,"ĐTĐ làm tăng nguy cơ mất răng, còn mất răng lại ảnh hưởng đến dinh dưỡng và kiểm soát đường huyết, tạo thành vòng xoắn bệnh lý.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0203,Đối tượng nào nên được tầm soát răng miệng định kỳ?,Bệnh nhân đái tháo đường và người ≥60 tuổi nên được tầm soát răng miệng định kỳ để phát hiện sớm các vấn đề nha chu và mất răng.,
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0204,"Khi hỏi bệnh nhân, cần chú ý những dấu hiệu cảnh báo mất răng nào?","Cần lưu ý răng lung lay, tụt nướu, đau khi nhai, khoảng hở giữa các răng tăng và hơi thở hôi dù vệ sinh tốt.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0205,Khi nào cần chuyển bệnh nhân đi khám chuyên khoa Răng Hàm Mặt?,"Khi bệnh nhân có dấu hiệu răng lung lay, viêm nha chu nặng, mất nhiều răng hoặc khó ăn nhai, nên chuyển đến chuyên khoa RHM để can thiệp kịp thời.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0206,Tại sao cần điều trị phục hình cho người mất răng?,"Điều trị phục hình giúp phục hồi chức năng ăn nhai, cải thiện thẩm mỹ, phòng ngừa tiêu xương hàm và nâng cao chất lượng sống.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0207,Làm sao để hỗ trợ người mất răng tiếp cận điều trị phục hình?,"Có thể hỗ trợ thông qua bảo hiểm y tế, chương trình nha khoa cộng đồng, hoặc các dự án hỗ trợ của địa phương và tổ chức xã hội.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0208,Làm thế nào để giảm nguy cơ mất răng ở người cao tuổi?,"Tăng cường vệ sinh răng miệng, khám răng định kỳ, điều trị sớm sâu răng và viêm nha chu, kiểm soát bệnh toàn thân và chế độ dinh dưỡng hợp lý.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0209,Bác sĩ y khoa cần làm gì để phát hiện sớm nguy cơ mất răng?,"Hỏi bệnh sử nha khoa, kiểm tra nhanh tình trạng răng miệng trong khám định kỳ, và phối hợp với bác sĩ RHM khi cần.",
BỆNH LÝ RĂNG MIỆNG,Tình trạng mất răng,Q0210,Lợi ích của tầm soát răng miệng định kỳ ở bệnh nhân ĐTĐ là gì?,"Giúp phát hiện sớm bệnh lý nha chu, sâu răng và mất răng; can thiệp kịp thời để giảm biến chứng, cải thiện khả năng ăn nhai và kiểm soát đường huyết tốt hơn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0211,Sâu răng là gì?,"Sâu răng (caries) là quá trình mất khoáng mô cứng của răng (men và ngà) do vi khuẩn trong mảng bám chuyển hóa carbohydrate tạo acid, làm phá hủy cấu trúc răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0212,"Nếu không điều trị, sâu răng có thể dẫn đến những biến chứng nào?","Nếu không điều trị, tổn thương sâu răng có thể lan đến tủy răng, gây viêm tủy, viêm quanh chóp và thậm chí dẫn đến các biến chứng nặng hơn như nhiễm trùng lan rộng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0213,Những loại vi khuẩn nào thường gây sâu răng?,"Các vi khuẩn chính gây sâu răng gồm Streptococcus mutans, Lactobacillus spp., và Actinomyces spp.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0214,Thói quen ăn uống nào làm tăng nguy cơ sâu răng?,"Ăn nhiều đường tinh luyện, thực phẩm dính, ăn vặt thường xuyên và ăn đồ ngọt vào buổi tối làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0215,Đặc điểm hình thể răng nào khiến răng dễ bị sâu?,"Răng có hố rãnh sâu, bề mặt nhai phức tạp hoặc vùng khó vệ sinh dễ tích tụ mảng bám, làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0216,Vai trò của nước bọt trong phòng ngừa sâu răng là gì?,"Nước bọt giúp trung hòa acid, rửa trôi thức ăn và cung cấp khoáng chất tái khoáng men răng; giảm lưu lượng hoặc thay đổi thành phần nước bọt làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0217,Những thói quen vệ sinh nào làm tăng nguy cơ sâu răng?,"Chải răng sai cách, không dùng chỉ nha khoa, không sử dụng fluor hoặc bỏ qua việc chải răng trước khi ngủ đều làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0218,Vì sao bệnh nhân đái tháo đường dễ bị sâu răng hơn?,"Bệnh nhân ĐTĐ thường bị khô miệng, viêm nướu mạn và có nồng độ glucose cao trong nước bọt, tạo môi trường thuận lợi cho vi khuẩn gây sâu răng phát triển.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0219,Dấu hiệu sớm của sâu răng là gì?,"Dấu hiệu sớm gồm đốm trắng đục hoặc đổi màu trên men răng, không gây đau hoặc ê buốt, và thường không phát hiện được trên X-quang.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0220,Dấu hiệu sâu răng giai đoạn tiến triển là gì?,"Có lỗ sâu rõ bằng mắt, màu sẫm, có thể chứa ngà mềm, kèm ê buốt khi ăn đồ nóng, lạnh, chua, ngọt; X-quang cho thấy vùng thấu quang trong men hoặc ngà.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0221,Sâu răng giai đoạn sớm có thể điều trị thế nào?,"Có thể tái khoáng hóa men răng bằng fluor tại chỗ (gel, varnish) kết hợp thay đổi thói quen vệ sinh răng miệng và giảm đường trong chế độ ăn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0222,Sâu răng có lỗ sâu và ê buốt cần điều trị ra sao?,"Cần được làm sạch mô sâu và trám răng tại chuyên khoa RHM; nếu tổn thương vào tủy, có thể cần điều trị tủy hoặc nhổ răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0223,Bác sĩ y khoa có thể phát hiện sâu răng bằng cách nào?,"Bác sĩ có thể khai thác triệu chứng, quan sát trực tiếp tổn thương răng và hỏi về thói quen ăn uống, vệ sinh răng miệng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0224,BS y khoa nên tư vấn gì để phòng ngừa sâu răng?,"Tư vấn vệ sinh răng miệng đúng cách, hạn chế đường trong chế độ ăn, khám nha định kỳ và dùng sản phẩm chứa fluor.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0225,Khi nào cần chuyển bệnh nhân sang khám RHM?,"Khi phát hiện sâu răng tiến triển, nhiều răng sâu, hoặc bệnh nhân có khô miệng, viêm nướu kéo dài cần tầm soát thêm bệnh toàn thân.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0226,Sâu răng không điều trị có thể ảnh hưởng toàn thân như thế nào?,"Có thể gây nhiễm trùng lan rộng, ảnh hưởng đến dinh dưỡng, làm nặng thêm bệnh mạn tính và giảm chất lượng sống.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0227,Khô miệng ảnh hưởng thế nào đến nguy cơ sâu răng?,"Khô miệng làm giảm khả năng rửa trôi vi khuẩn và acid, giảm tái khoáng men răng, khiến sâu răng tiến triển nhanh hơn.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0228,Viêm nướu mạn tính có liên quan gì đến sâu răng?,"Viêm nướu tạo môi trường vi khuẩn thuận lợi, tăng mảng bám, từ đó làm tăng nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0229,Tại sao fluor có vai trò trong phòng ngừa sâu răng?,"Fluor giúp tái khoáng hóa men răng, làm men răng cứng hơn và kháng acid tốt hơn, giảm nguy cơ sâu răng.",
BỆNH LÝ RĂNG MIỆNG,Sâu răng,Q0230,Khám răng định kỳ giúp gì trong quản lý sâu răng?,"Khám định kỳ giúp phát hiện sớm tổn thương sâu răng khi chưa có triệu chứng, điều trị kịp thời và phòng ngừa biến chứng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0231,Khô miệng là gì?,"Khô miệng là cảm giác chủ quan khô trong khoang miệng, thường đi kèm với giảm tiết nước bọt thật sự. Đây là một triệu chứng phổ biến nhưng dễ bị bỏ sót, đặc biệt ở người cao tuổi và bệnh nhân đái tháo đường.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0232,Lưu lượng nước bọt bao nhiêu được coi là giảm tiết rõ rệt?,"Giảm tiết rõ rệt được xác định khi lưu lượng nước bọt không kích thích (UWS) nhỏ hơn 0,1 mL/phút.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0233,Khô miệng ảnh hưởng đến bao nhiêu phần trăm dân số chung?,"Khoảng 22% dân số chung bị khô miệng, và tỷ lệ này tăng theo tuổi.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0234,"Ở bệnh nhân đái tháo đường, tỷ lệ khô miệng là bao nhiêu?","Khoảng 34–51% bệnh nhân đái tháo đường bị khô miệng, tỷ lệ cao hơn nếu kiểm soát glucose kém.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0235,Đái tháo đường gây khô miệng qua cơ chế thần kinh như thế nào?,"Đái tháo đường có thể gây tổn thương thần kinh tự chủ, làm giảm hoạt động của tuyến nước bọt, dẫn đến giảm tiết nước bọt.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0236,Rối loạn vi tuần hoàn ảnh hưởng gì đến tuyến nước bọt?,"Rối loạn vi tuần hoàn làm giảm tưới máu mô tuyến, hạn chế khả năng tiết nước bọt và góp phần gây khô miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0237,Glucose trong nước bọt tăng gây tác động gì?,"Nồng độ glucose cao trong nước bọt thay đổi hệ sinh thái miệng, tạo điều kiện cho vi khuẩn và nấm phát triển, tăng nguy cơ bệnh răng miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0238,Những loại thuốc nào có thể gây khô miệng?,"Một số thuốc như lợi tiểu, thuốc hạ huyết áp và thuốc chống trầm cảm có thể làm giảm tiết nước bọt và gây khô miệng.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0239,Triệu chứng điển hình của khô miệng là gì?,"Cảm giác khô, dính, rát bỏng trong miệng, thường nặng hơn về đêm, kèm khó ăn, khó nuốt, khó nói, và nứt môi.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0240,Khô miệng có thể gây mất vị giác không?,Có. Người bị khô miệng lâu ngày có thể bị giảm hoặc mất khả năng cảm nhận vị giác.,
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0241,Khô miệng ảnh hưởng thế nào đến răng miệng?,"Làm tăng nguy cơ sâu răng, hôi miệng, nhiễm nấm miệng lan rộng và viêm nha chu.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0242,Biến chứng toàn thân của khô miệng là gì?,"Gây giảm chất lượng sống, ảnh hưởng ăn uống, giao tiếp, và tăng nguy cơ đau vùng miệng – mặt.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0243,Vì sao khô miệng làm tăng nguy cơ viêm nha chu?,"Thiếu nước bọt làm giảm khả năng làm sạch mảng bám và trung hòa acid, tạo điều kiện cho vi khuẩn gây viêm nha chu phát triển.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0244,Khô miệng kéo dài có thể dẫn đến mất răng không?,"Có. Khô miệng làm tăng sâu răng và viêm nha chu, là nguyên nhân chính dẫn đến mất răng ở nhiều bệnh nhân.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0245,Bác sĩ nên hỏi bệnh nhân thế nào để phát hiện khô miệng?,"Nên hỏi: “Anh/chị có thường cảm thấy khô miệng, đặc biệt về đêm không?” và tìm hiểu kèm theo các triệu chứng ăn, nuốt, nói khó.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0246,Khi nào cần chuyển bệnh nhân khô miệng sang khám Răng Hàm Mặt?,"Khi bệnh nhân có sâu răng lan rộng, nhiễm nấm miệng hoặc khó khăn rõ rệt trong ăn uống và giao tiếp.",
BỆNH LÝ RĂNG MIỆNG,Khô miệng,Q0247,Vai trò của kiểm soát đường huyết trong điều trị khô miệng là gì?,"Kiểm soát đường huyết tốt giúp giảm tổn thương thần kinh, cải thiện lưu lượng nước bọt và giảm triệu chứng khô miệng.",
